Month of Order Date	Category	Country/Region	State	Sales	City	Customer ID	Customer Name	Number of Records	Order Date	Order ID	Postal Code	Product ID	Product Name	Profit	Quantity	Quantity (bin)	Region	Row ID	Sales Agent ID	Ship Date	Ship Mode	Sub-Category
July 2016	Office Supplies	United States	New York	$5.96	New York City	EM-14065	Erin Mull	1	7/22/2016	CA-127691-2016_07_22	10024	OFF-AR-10002053	Premium Writing Pencils, Soft, #2 by Central Association for the Blind	$2	2	2	East	483	31	7/27/2016	Standard Class	Art
July 2016	Technology	United States	New York	$159.98	New York City	EM-14065	Erin Mull	1	7/22/2016	CA-127691-2016_07_22	10024	TEC-AC-10002567	Logitech G602 Wireless Gaming Mouse	$48	2	2	East	484	31	7/27/2016	Standard Class	Accessories
October 2016	Technology	United States	Illinois	$2,735.95	Chicago	SA-20830	Sue Ann Reed	1	10/29/2016	CA-154627-2016_10_29	60610	TEC-PH-10001363	Apple iPhone 5S	$821	6	6	Central	488	12	10/31/2016	First Class	Phones
June 2016	Technology	United States	Texas	$7.99	Huntsville	CW-11905	Carl Weiss	1	6/9/2016	CA-133753-2016_06_09	77340	TEC-PH-10000376	Square Credit Card Reader	$2	1	0	Central	489	42	6/13/2016	Second Class	Phones
June 2016	Technology	United States	Texas	$63.98	Huntsville	CW-11905	Carl Weiss	1	6/9/2016	CA-133753-2016_06_09	77340	TEC-AC-10000303	Logitech M510 Wireless Mouse	$19	2	2	Central	490	42	6/13/2016	Second Class	Accessories
June 2016	Office Supplies	United States	Texas	$70.37	Huntsville	CW-11905	Carl Weiss	1	6/9/2016	CA-133753-2016_06_09	77340	OFF-AR-10001953	Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener	$21	2	2	Central	491	42	6/13/2016	Second Class	Art
September 2016	Office Supplies	United States	New York	$449.15	Rochester	AJ-10960	Astrea Jones	1	9/14/2016	CA-113362-2016_09_14	14609	OFF-ST-10001809	Fellowes Officeware Wire Shelving	$135	5	4	East	492	31	9/19/2016	Standard Class	Storage
September 2016	Office Supplies	United States	New York	$11.07	Rochester	AJ-10960	Astrea Jones	1	9/14/2016	CA-113362-2016_09_14	14609	OFF-EN-10003845	Colored Envelopes	$3	3	2	East	493	31	9/19/2016	Standard Class	Envelopes
February 2016	Technology	United States	Wisconsin	$468.90	Green Bay	BD-11500	Bradley Drucker	1	2/1/2016	CA-140795-2016_02_01	54302	TEC-AC-10001432	Enermax Aurora Lite Keyboard	$141	6	6	Central	541	48	2/3/2016	First Class	Accessories
May 2016	Technology	United States	Texas	$58.11	Fort Worth	PG-18895	Paul Gonzalez	1	5/11/2016	CA-103849-2016_05_11	76106	TEC-AC-10001465	SanDisk Cruzer 64 GB USB Flash Drive	$17	2	2	Central	544	42	5/16/2016	Standard Class	Accessories
May 2016	Technology	United States	Texas	$100.79	Fort Worth	PG-18895	Paul Gonzalez	1	5/11/2016	CA-103849-2016_05_11	76106	TEC-PH-10002597	Xblue XB-1670-86 X16 SmallÊOffice TelephoneÊ- Titanium	$30	1	0	Central	545	42	5/16/2016	Standard Class	Phones
May 2016	Furniture	United States	Texas	$66.11	Fort Worth	PG-18895	Paul Gonzalez	1	5/11/2016	CA-103849-2016_05_11	76106	FUR-FU-10000723	Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting	$20	4	4	Central	546	42	5/16/2016	Standard Class	Furnishings
March 2016	Office Supplies	United States	North Carolina	$19.46	Wilmington	AJ-10945	Ashley Jarboe	1	3/3/2016	CA-155852-2016_03_03	28403	OFF-AR-10003560	Zebra Zazzle Fluorescent Highlighters	$6	4	4	South	556	32	3/7/2016	Second Class	Art
September 2016	Office Supplies	United States	Florida	$13.00	Tampa	CA-12775	Cynthia Arntzen	1	9/14/2016	CA-145576-2016_09_14	33614	OFF-AP-10003914	Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts	$4	5	4	South	562	9	9/18/2016	Second Class	Appliances
September 2016	Furniture	United States	Florida	$13.13	Tampa	CA-12775	Cynthia Arntzen	1	9/14/2016	CA-145576-2016_09_14	33614	FUR-FU-10004020	Advantus Panel Wall Acrylic Frame	$4	3	2	South	563	9	9/18/2016	Second Class	Furnishings
January 2016	Office Supplies	United States	Texas	$9.34	Laredo	MS-17830	Melanie Seite	1	1/9/2016	CA-135405-2016_01_09	78041	OFF-AR-10004078	Newell 312	$3	2	2	Central	593	42	1/13/2016	Standard Class	Art
January 2016	Technology	United States	Texas	$31.20	Laredo	MS-17830	Melanie Seite	1	1/9/2016	CA-135405-2016_01_09	78041	TEC-AC-10001266	Memorex Micro Travel Drive 8 GB	$9	3	2	Central	594	42	1/13/2016	Standard Class	Accessories
August 2016	Office Supplies	United States	California	$76.12	San Diego	LR-16915	Lena Radford	1	8/8/2016	CA-131450-2016_08_08	92024	OFF-AP-10004708	Fellowes Superior 10 Outlet Split Surge Protector	$23	2	2	West	595	4	8/15/2016	Standard Class	Appliances
August 2016	Technology	United States	California	$1,199.98	San Diego	LR-16915	Lena Radford	1	8/8/2016	CA-131450-2016_08_08	92024	TEC-CO-10004115	Sharp AL-1530CS Digital Copier	$360	3	2	West	596	4	8/15/2016	Standard Class	Copiers
August 2016	Technology	United States	California	$445.96	San Diego	LR-16915	Lena Radford	1	8/8/2016	CA-131450-2016_08_08	92024	TEC-PH-10002398	AT&T 1070 Corded Phone	$134	5	4	West	597	4	8/15/2016	Standard Class	Phones
August 2016	Furniture	United States	California	$327.76	San Diego	LR-16915	Lena Radford	1	8/8/2016	CA-131450-2016_08_08	92024	FUR-FU-10001979	Dana Halogen Swing-Arm Architect Lamp	$98	8	8	West	598	4	8/15/2016	Standard Class	Furnishings
March 2016	Office Supplies	United States	Florida	$142.78	Tampa	AS-10240	Alan Shonely	1	3/15/2016	CA-149958-2016_03_15	33614	OFF-ST-10001490	Hot File 7-Pocket, Floor Stand	$43	1	0	South	603	9	3/19/2016	Standard Class	Storage
March 2016	Furniture	United States	Florida	$45.70	Tampa	AS-10240	Alan Shonely	1	3/15/2016	CA-149958-2016_03_15	33614	FUR-FU-10001756	Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany	$14	3	2	South	604	9	3/19/2016	Standard Class	Furnishings
March 2016	Office Supplies	United States	Florida	$7.22	Tampa	AS-10240	Alan Shonely	1	3/15/2016	CA-149958-2016_03_15	33614	OFF-BI-10000773	Insertable Tab Post Binder Dividers	$2	3	2	South	605	9	3/19/2016	Standard Class	Binders
March 2016	Office Supplies	United States	Florida	$43.19	Tampa	AS-10240	Alan Shonely	1	3/15/2016	CA-149958-2016_03_15	33614	OFF-BI-10001543	GBC VeloBinder Manual Binding System	$13	4	4	South	606	9	3/19/2016	Standard Class	Binders
March 2016	Office Supplies	United States	Florida	$131.90	Tampa	AS-10240	Alan Shonely	1	3/15/2016	CA-149958-2016_03_15	33614	OFF-PA-10002120	Xerox 1889	$40	3	2	South	607	9	3/19/2016	Standard Class	Paper
May 2016	Office Supplies	United States	Pennsylvania	$3.28	Philadelphia	AR-10510	Andrew Roberts	1	5/23/2016	US-105767-2016_05_23	19134	OFF-BI-10000848	Angle-D Ring Binders	$1	2	2	East	608	37	5/27/2016	Standard Class	Binders
May 2016	Office Supplies	United States	Pennsylvania	$21.17	Philadelphia	AR-10510	Andrew Roberts	1	5/23/2016	US-105767-2016_05_23	19134	OFF-AR-10001246	Newell 317	$6	9	8	East	609	37	5/27/2016	Standard Class	Art
May 2016	Technology	United States	Pennsylvania	$55.19	Philadelphia	AR-10510	Andrew Roberts	1	5/23/2016	US-105767-2016_05_23	19134	TEC-PH-10003092	Motorola L804	$17	2	2	East	610	37	5/27/2016	Standard Class	Phones
December 2016	Office Supplies	United States	Illinois	$8.69	Chicago	CA-12265	Christina Anderson	1	12/26/2016	US-111171-2016_12_26	60610	OFF-BI-10002103	Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl	$3	5	4	Central	622	12	12/31/2016	Standard Class	Binders
December 2016	Furniture	United States	Ohio	$30.36	Cleveland	RP-19390	Resi Pšlking	1	12/24/2016	CA-156314-2016_12_24	44105	FUR-FU-10003096	Master Giant Foot Doorstop, Safety Yellow	$9	5	4	East	669	34	12/26/2016	First Class	Furnishings
July 2016	Technology	United States	Mississippi	$479.97	Jackson	MC-17845	Michael Chen	1	7/5/2016	CA-157784-2016_07_05	39212	TEC-AC-10003911	NETGEAR AC1750 Dual Band GigabitÊSmart WiFi Router	$144	3	2	South	686	23	7/8/2016	First Class	Accessories
July 2016	Office Supplies	United States	Mississippi	$14.62	Jackson	MC-17845	Michael Chen	1	7/5/2016	CA-157784-2016_07_05	39212	OFF-LA-10001934	Avery 516	$4	2	2	South	687	23	7/8/2016	First Class	Labels
July 2016	Office Supplies	United States	Mississippi	$19.44	Jackson	MC-17845	Michael Chen	1	7/5/2016	CA-157784-2016_07_05	39212	OFF-PA-10000304	Xerox 1995	$6	3	2	South	688	23	7/8/2016	First Class	Paper
June 2016	Furniture	United States	Virginia	$104.01	Waynesboro	NP-18325	Naresj Patel	1	6/21/2016	US-117135-2016_06_21	22980	FUR-FU-10004071	Luxo Professional Magnifying Clamp-On Fluorescent Lamps	$31	1	0	South	690	45	6/23/2016	Second Class	Furnishings
June 2016	Technology	United States	Virginia	$284.82	Waynesboro	NP-18325	Naresj Patel	1	6/21/2016	US-117135-2016_06_21	22980	TEC-PH-10002033	Konftel 250 ConferenceÊphoneÊ- Charcoal black	$85	1	0	South	691	45	6/23/2016	Second Class	Phones
June 2016	Office Supplies	United States	Virginia	$36.84	Waynesboro	NP-18325	Naresj Patel	1	6/21/2016	US-117135-2016_06_21	22980	OFF-ST-10002444	Recycled Eldon Regeneration Jumbo File	$11	3	2	South	692	45	6/23/2016	Second Class	Storage
September 2016	Office Supplies	United States	North Carolina	$10.37	Cary	BN-11470	Brad Norvell	1	9/12/2016	CA-138527-2016_09_12	27511	OFF-PA-10001800	Xerox 220	$3	2	2	South	705	32	9/17/2016	Standard Class	Paper
September 2016	Office Supplies	United States	North Carolina	$166.84	Cary	BN-11470	Brad Norvell	1	9/12/2016	CA-138527-2016_09_12	27511	OFF-AP-10001469	Fellowes 8 Outlet Superior Workstation Surge Protector	$50	5	4	South	706	32	9/17/2016	Standard Class	Appliances
September 2016	Technology	United States	North Carolina	$15.22	Cary	BN-11470	Brad Norvell	1	9/12/2016	CA-138527-2016_09_12	27511	TEC-AC-10002399	SanDisk Cruzer 32 GB USB Flash Drive	$5	1	0	South	707	32	9/17/2016	Standard Class	Accessories
December 2016	Technology	United States	New York	$119.96	New York City	DP-13165	David Philippe	1	12/2/2016	CA-112158-2016_12_02	10035	TEC-AC-10003628	Logitech 910-002974 M325 Wireless Mouse for Web Scrolling	$36	4	4	East	708	31	12/4/2016	First Class	Accessories
December 2016	Furniture	United States	New York	$883.92	New York City	DP-13165	David Philippe	1	12/2/2016	CA-112158-2016_12_02	10035	FUR-BO-10003272	O'Sullivan Living Dimensions 5-Shelf Bookcases	$265	5	4	East	709	31	12/4/2016	First Class	Bookcases
December 2016	Office Supplies	United States	New York	$46.72	New York City	DP-13165	David Philippe	1	12/2/2016	CA-112158-2016_12_02	10035	OFF-BI-10000050	Angle-D Binders with Locking Rings, Label Holders	$14	8	8	East	710	31	12/4/2016	First Class	Binders
April 2016	Office Supplies	United States	New York	$55.48	New York City	TH-21550	Tracy Hopkins	1	4/5/2016	CA-113887-2016_04_05	10035	OFF-PA-10004071	Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box	$17	1	0	East	711	31	4/7/2016	First Class	Paper
July 2016	Office Supplies	United States	Washington	$19.92	Seattle	Dl-13600	Dorris liebe	1	7/1/2016	CA-153150-2016_07_01	98105	OFF-BI-10003355	Cardinal Holdit Business Card Pockets	$6	5	4	West	716	46	7/6/2016	Second Class	Binders
January 2016	Furniture	United States	Delaware	$9.94	Dover	SV-20365	Seth Vernon	1	1/11/2016	CA-130092-2016_01_11	19901	FUR-FU-10000010	DAX Value U-Channel Document Frames, Easel Back	$3	2	2	East	717	7	1/14/2016	First Class	Furnishings
June 2016	Office Supplies	United States	Utah	$59.81	Orem	CK-12325	Christine Kargatis	1	6/2/2016	CA-104472-2016_06_02	84057	OFF-BI-10001658	GBC Standard Therm-A-Bind Covers	$18	3	2	West	719	43	6/7/2016	Standard Class	Binders
June 2016	Furniture	United States	Utah	$73.32	Orem	CK-12325	Christine Kargatis	1	6/2/2016	CA-104472-2016_06_02	84057	FUR-FU-10000246	Aluminum Document Frame	$22	6	6	West	720	43	6/7/2016	Standard Class	Furnishings
October 2016	Furniture	United States	Pennsylvania	$129.92	Philadelphia	MR-17545	Mathew Reese	1	10/7/2016	CA-117429-2016_10_07	19140	FUR-FU-10000222	"Seth Thomas 16"" Steel Case Clock"	$39	5	4	East	724	37	10/13/2016	Standard Class	Furnishings
September 2016	Technology	United States	California	$49.98	San Francisco	GZ-14470	Gary Zandusky	1	9/8/2016	CA-132500-2016_09_08	94110	TEC-AC-10001383	Logitech Wireless Touch Keyboard K400	$15	2	2	West	739	4	9/12/2016	Standard Class	Accessories
January 2016	Office Supplies	United States	Illinois	$11.78	Naperville	PO-19195	Phillina Ober	1	1/4/2016	CA-112326-2016_01_04	60540	OFF-LA-10003223	Avery 508	$4	3	2	Central	740	12	1/8/2016	Standard Class	Labels
January 2016	Office Supplies	United States	Illinois	$272.74	Naperville	PO-19195	Phillina Ober	1	1/4/2016	CA-112326-2016_01_04	60540	OFF-ST-10002743	SAFCO Boltless Steel Shelving	$82	3	2	Central	741	12	1/8/2016	Standard Class	Storage
January 2016	Office Supplies	United States	Illinois	$3.54	Naperville	PO-19195	Phillina Ober	1	1/4/2016	CA-112326-2016_01_04	60540	OFF-BI-10004094	GBC Standard Plastic Binding Systems Combs	$1	2	2	Central	742	12	1/8/2016	Standard Class	Binders
May 2016	Furniture	United States	California	$567.12	San Diego	MH-17785	Maya Herman	1	5/27/2016	CA-124429-2016_05_27	92105	FUR-TA-10002607	KI Conference Tables	$170	10	10	West	747	4	5/27/2016	Same Day	Tables
May 2016	Office Supplies	United States	California	$359.32	San Diego	MH-17785	Maya Herman	1	5/27/2016	CA-124429-2016_05_27	92105	OFF-ST-10001809	Fellowes Officeware Wire Shelving	$108	4	4	West	748	4	5/27/2016	Same Day	Storage
December 2016	Office Supplies	United States	Minnesota	$24.56	Cottage Grove	DC-13285	Debra Catini	1	12/29/2016	CA-106803-2016_12_29	55016	OFF-ST-10002444	Recycled Eldon Regeneration Jumbo File	$7	2	2	Central	757	22	1/2/2017	Standard Class	Storage
December 2016	Technology	United States	Minnesota	$119.80	Cottage Grove	DC-13285	Debra Catini	1	12/29/2016	CA-106803-2016_12_29	55016	TEC-AC-10001267	ImationÊ32GB Pocket Pro USB 3.0ÊFlash DriveÊ- 32 GB - Black - 1 P ...	$36	4	4	Central	758	22	1/2/2017	Standard Class	Accessories
January 2016	Office Supplies	United States	Louisiana	$11.36	Bossier City	CS-12250	Chris Selesnick	1	1/13/2016	CA-162775-2016_01_13	71111	OFF-EN-10001990	Staple envelope	$3	2	2	South	764	17	1/15/2016	Second Class	Envelopes
January 2016	Office Supplies	United States	Louisiana	$50.94	Bossier City	CS-12250	Chris Selesnick	1	1/13/2016	CA-162775-2016_01_13	71111	OFF-EN-10001532	Brown Kraft Recycled Envelopes	$15	3	2	South	765	17	1/15/2016	Second Class	Envelopes
January 2016	Technology	United States	Louisiana	$646.74	Bossier City	CS-12250	Chris Selesnick	1	1/13/2016	CA-162775-2016_01_13	71111	TEC-AC-10003174	Plantronics S12 Corded Telephone Headset System	$194	6	6	South	766	17	1/15/2016	Second Class	Accessories
January 2016	Office Supplies	United States	Louisiana	$5.64	Bossier City	CS-12250	Chris Selesnick	1	1/13/2016	CA-162775-2016_01_13	71111	OFF-BI-10004187	3-ring staple pack	$2	3	2	South	767	17	1/15/2016	Second Class	Binders
January 2016	Office Supplies	United States	Louisiana	$572.58	Bossier City	CS-12250	Chris Selesnick	1	1/13/2016	CA-162775-2016_01_13	71111	OFF-ST-10000025	Fellowes Stor/Drawer Steel Plus Storage Drawers	$172	6	6	South	768	17	1/15/2016	Second Class	Storage
May 2016	Furniture	United States	Florida	$310.88	Saint Petersburg	AJ-10795	Anthony Johnson	1	5/14/2016	CA-106810-2016_05_14	33710	FUR-FU-10004306	Electrix Halogen Magnifier Lamp	$93	2	2	South	769	9	5/20/2016	Standard Class	Furnishings
June 2016	Office Supplies	United States	Ohio	$32.76	Cincinnati	DL-12865	Dan Lawera	1	6/29/2016	CA-165974-2016_06_29	45231	OFF-AR-10003405	Dixon My First Ticonderoga Pencil, #2	$10	7	6	East	777	34	7/6/2016	Standard Class	Art
September 2016	Office Supplies	United States	California	$9.96	San Francisco	ES-14020	Erica Smith	1	9/20/2016	CA-156433-2016_09_20	94110	OFF-LA-10001569	Avery 499	$3	2	2	West	794	4	9/26/2016	Standard Class	Labels
September 2016	Office Supplies	United States	California	$21.72	San Francisco	ES-14020	Erica Smith	1	9/20/2016	CA-156433-2016_09_20	94110	OFF-PA-10003724	Wirebound Message Book, 4 per Page	$7	4	4	West	795	4	9/26/2016	Standard Class	Paper
November 2016	Office Supplies	United States	Colorado	$43.18	Denver	RA-19915	Russell Applegate	1	11/1/2016	CA-134313-2016_11_01	80219	OFF-AR-10001897	Model L Table or Wall-Mount Pencil Sharpener	$13	3	2	West	806	5	11/7/2016	Standard Class	Art
November 2016	Technology	United States	Colorado	$1,983.97	Denver	RA-19915	Russell Applegate	1	11/1/2016	CA-134313-2016_11_01	80219	TEC-PH-10001795	ClearOne CHATAttach 160 -Êspeaker phone	$595	4	4	West	807	5	11/7/2016	Standard Class	Phones
October 2016	Office Supplies	United States	Washington	$11.52	Edmonds	ZC-21910	Zuschuss Carroll	1	10/13/2016	CA-151995-2016_10_13	98026	OFF-AR-10003190	Newell 32	$3	4	4	West	810	46	10/15/2016	First Class	Art
October 2016	Furniture	United States	Washington	$1,298.55	Edmonds	ZC-21910	Zuschuss Carroll	1	10/13/2016	CA-151995-2016_10_13	98026	FUR-TA-10002903	"Bevis Round Bullnose 29"" High Table Top"	$390	5	4	West	811	46	10/15/2016	First Class	Tables
October 2016	Office Supplies	United States	Washington	$213.92	Edmonds	ZC-21910	Zuschuss Carroll	1	10/13/2016	CA-151995-2016_10_13	98026	OFF-AP-10000240	Belkin F9G930V10-GRY 9 Outlet Surge	$64	4	4	West	812	46	10/15/2016	First Class	Appliances
October 2016	Technology	United States	Washington	$25.78	Edmonds	ZC-21910	Zuschuss Carroll	1	10/13/2016	CA-151995-2016_10_13	98026	TEC-AC-10001101	Sony 16GB Class 10 Micro SDHC R40 Memory Card	$8	2	2	West	813	46	10/15/2016	First Class	Accessories
June 2016	Office Supplies	United States	Pennsylvania	$41.47	Philadelphia	CA-12775	Cynthia Arntzen	1	6/28/2016	CA-140858-2016_06_28	19140	OFF-PA-10000304	Xerox 1995	$12	8	8	East	818	37	7/2/2016	Standard Class	Paper
June 2016	Office Supplies	United States	Pennsylvania	$3.17	Philadelphia	CA-12775	Cynthia Arntzen	1	6/28/2016	CA-140858-2016_06_28	19140	OFF-BI-10003094	Self-Adhesive Ring Binder Labels	$1	3	2	East	819	37	7/2/2016	Standard Class	Binders
June 2016	Furniture	United States	Pennsylvania	$1,228.46	Philadelphia	CA-12775	Cynthia Arntzen	1	6/28/2016	CA-140858-2016_06_28	19140	FUR-CH-10001394	Global Leather Executive Chair	$369	5	4	East	820	37	7/2/2016	Standard Class	Chairs
June 2016	Office Supplies	United States	Pennsylvania	$31.09	Philadelphia	CA-12775	Cynthia Arntzen	1	6/28/2016	CA-140858-2016_06_28	19140	OFF-BI-10004230	GBC Recycled Grain Textured Covers	$9	3	2	East	821	37	7/2/2016	Standard Class	Binders
June 2016	Office Supplies	United States	Pennsylvania	$335.52	Philadelphia	CA-12775	Cynthia Arntzen	1	6/28/2016	CA-140858-2016_06_28	19140	OFF-PA-10003395	Xerox 1941	$101	4	4	East	822	37	7/2/2016	Standard Class	Paper
May 2016	Technology	United States	California	$67.80	San Francisco	PG-18820	Patrick Gardner	1	5/9/2016	US-102071-2016_05_09	94110	TEC-AC-10003441	Kingston Digital DataTraveler 32GB USB 2.0	$20	4	4	West	825	4	5/15/2016	Standard Class	Accessories
May 2016	Technology	United States	California	$167.97	San Francisco	PG-18820	Patrick Gardner	1	5/9/2016	US-102071-2016_05_09	94110	TEC-AC-10000109	Sony Micro Vault Click 16 GB USB 2.0 Flash Drive	$50	3	2	West	826	4	5/15/2016	Standard Class	Accessories
September 2016	Office Supplies	United States	Texas	$51.18	Tyler	LH-17020	Lisa Hazard	1	9/8/2016	US-115987-2016_09_08	75701	OFF-BI-10001071	GBC ProClick Punch Binding System	$15	4	4	Central	837	42	9/13/2016	Second Class	Binders
February 2016	Technology	United States	New Jersey	$115.36	Linden	CK-12760	Cyma Kinney	1	2/7/2016	CA-107755-2016_02_07	07036	TEC-AC-10000710	Maxell DVD-RAM Discs	$35	7	6	East	850	29	2/12/2016	Standard Class	Accessories
August 2016	Office Supplies	United States	New York	$39.96	New York City	BK-11260	Berenike Kampe	1	8/3/2016	CA-125612-2016_08_03	10035	OFF-PA-10001019	Xerox 1884	$12	2	2	East	856	31	8/8/2016	Standard Class	Paper
August 2016	Office Supplies	United States	New York	$102.30	New York City	BK-11260	Berenike Kampe	1	8/3/2016	CA-125612-2016_08_03	10035	OFF-SU-10002537	Acme Box Cutter Scissors	$31	10	10	East	857	31	8/8/2016	Standard Class	Supplies
August 2016	Office Supplies	United States	New York	$21.36	New York City	BK-11260	Berenike Kampe	1	8/3/2016	CA-125612-2016_08_03	10035	OFF-ST-10003221	Staple magnet	$6	2	2	East	858	31	8/8/2016	Standard Class	Storage
June 2016	Office Supplies	United States	California	$7.36	San Francisco	CM-12445	Chuck Magee	1	6/9/2016	CA-133851-2016_06_09	94122	OFF-SU-10001225	Staple remover	$2	2	2	West	861	4	6/16/2016	Standard Class	Supplies
June 2016	Office Supplies	United States	California	$23.10	San Francisco	CM-12445	Chuck Magee	1	6/9/2016	CA-133851-2016_06_09	94122	OFF-AR-10003752	Deluxe Chalkboard Eraser Cleaner	$7	2	2	West	862	4	6/16/2016	Standard Class	Art
